age_group,gender,personality_type,habit_name,frequency_per_week,duration_minutes,motivation_level,past_consistency,success_likelihood
Senior,Other,Ambivert,Write journal,5,48,Medium,High,Likely
Teen,Female,Extrovert,Cook a new recipe,7,15,High,Low,Likely
Adult,Male,Ambivert,Cook a new recipe,7,29,Medium,Low,Unlikely
Senior,Female,Ambivert,Cook a new recipe,1,50,Medium,High,Likely
Adult,Female,Extrovert,Read a book,4,58,Low,Medium,Unlikely
Teen,Other,Ambivert,Cook a new recipe,6,56,Medium,High,Likely
Adult,Female,Extrovert,Write journal,6,49,Medium,High,Likely
Adult,Other,Ambivert,Go for a run,7,38,Medium,High,Likely
Adult,Other,Introvert,Sketch something,7,24,Medium,Medium,Unlikely
Adult,Male,Ambivert,Do yoga,2,11,Medium,Medium,Unlikely
Teen,Other,Introvert,Write journal,6,37,High,Medium,Likely
Adult,Other,Introvert,Go for a run,4,39,Medium,Medium,Unlikely
Adult,Male,Introvert,Go for a run,2,33,High,Medium,Likely
Senior,Other,Introvert,Do yoga,4,56,High,High,Very Likely
Adult,Male,Introvert,Study 1 hour,3,16,High,Medium,Unlikely
Senior,Female,Extrovert,Sketch something,6,9,Low,High,Likely
Teen,Male,Extrovert,Study 1 hour,3,16,Low,High,Unlikely
Teen,Other,Extrovert,Study 1 hour,5,33,High,High,Very Likely
Teen,Male,Introvert,Go for a run,5,39,Low,Low,Unlikely
Teen,Other,Ambivert,Walk the dog,1,24,Medium,Medium,Unlikely
Senior,Female,Extrovert,Practice guitar,6,41,High,Medium,Likely
Adult,Male,Ambivert,Write journal,7,5,High,High,Very Likely
Teen,Female,Ambivert,Read a book,2,20,High,Low,Unlikely
Adult,Other,Introvert,Study 1 hour,3,34,Low,Medium,Unlikely
Senior,Other,Introvert,Cook a new recipe,4,13,Low,High,Unlikely
Senior,Female,Introvert,Read a book,6,46,Low,Low,Unlikely
Senior,Male,Extrovert,Meditate,1,14,Medium,High,Unlikely
Teen,Male,Introvert,Walk the dog,4,17,Low,Low,Unlikely
Adult,Other,Extrovert,Read a book,3,52,High,High,Very Likely
Adult,Female,Extrovert,Do yoga,6,24,Low,Medium,Unlikely
Adult,Female,Extrovert,Practice guitar,7,33,Low,High,Likely
Senior,Male,Extrovert,Sketch something,3,8,Low,High,Unlikely
Teen,Male,Introvert,Do yoga,6,50,Low,Low,Unlikely
Senior,Male,Extrovert,Study 1 hour,6,53,High,Low,Likely
Senior,Female,Introvert,Walk the dog,3,32,Low,Medium,Unlikely
Adult,Male,Introvert,Walk the dog,3,41,High,High,Very Likely
Senior,Male,Extrovert,Study 1 hour,4,17,Low,Low,Unlikely
Adult,Other,Introvert,Practice guitar,1,7,Medium,Medium,Unlikely
Teen,Male,Ambivert,Go for a run,3,41,Medium,Medium,Unlikely
Adult,Male,Introvert,Read a book,5,52,High,Low,Likely
Teen,Female,Introvert,Cook a new recipe,1,23,High,Low,Unlikely
Adult,Female,Extrovert,Study 1 hour,5,32,Medium,High,Likely
Senior,Other,Extrovert,Cook a new recipe,4,23,Medium,Medium,Unlikely
Senior,Male,Introvert,Read a book,3,21,Low,Low,Unlikely
Teen,Other,Extrovert,Practice guitar,1,22,Medium,Medium,Unlikely
Teen,Female,Ambivert,Go for a run,7,22,High,High,Very Likely
Teen,Other,Ambivert,Sketch something,3,27,High,Low,Unlikely
Adult,Female,Extrovert,Practice guitar,6,44,Medium,Medium,Unlikely
Adult,Other,Introvert,Cook a new recipe,3,54,High,Low,Likely
Teen,Other,Ambivert,Walk the dog,7,13,Low,High,Likely
Senior,Male,Ambivert,Walk the dog,1,33,Low,High,Likely
Adult,Other,Introvert,Meditate,3,55,Medium,High,Likely
Adult,Male,Extrovert,Write journal,3,46,High,High,Very Likely
Adult,Male,Ambivert,Do yoga,2,33,Medium,Low,Unlikely
Teen,Male,Introvert,Do yoga,2,6,High,Low,Unlikely
Teen,Male,Introvert,Study 1 hour,1,21,High,Medium,Unlikely
Teen,Other,Ambivert,Cook a new recipe,1,60,High,Medium,Likely
Teen,Female,Extrovert,Do yoga,6,49,Low,Low,Unlikely
Teen,Female,Ambivert,Do yoga,6,35,High,Low,Likely
Senior,Female,Introvert,Practice guitar,3,32,Low,Medium,Unlikely
Senior,Other,Ambivert,Sketch something,5,47,High,Low,Likely
Teen,Male,Extrovert,Cook a new recipe,1,52,Medium,High,Likely
Adult,Female,Introvert,Meditate,7,56,Low,High,Likely
Teen,Other,Extrovert,Sketch something,3,43,Low,High,Likely
Senior,Male,Ambivert,Meditate,5,34,Low,Medium,Unlikely
Senior,Female,Ambivert,Cook a new recipe,2,39,Medium,Low,Unlikely
Adult,Male,Extrovert,Go for a run,6,52,Low,Medium,Unlikely
Senior,Female,Ambivert,Go for a run,7,55,Medium,Medium,Unlikely
Teen,Female,Extrovert,Do yoga,1,24,High,Low,Unlikely
Adult,Female,Ambivert,Study 1 hour,3,20,High,Medium,Unlikely
Teen,Male,Extrovert,Walk the dog,2,38,Medium,High,Likely
Teen,Other,Extrovert,Practice guitar,4,18,Low,Low,Unlikely
Adult,Male,Introvert,Do yoga,2,30,Low,High,Likely
Teen,Female,Introvert,Write journal,3,24,Medium,High,Unlikely
Senior,Male,Extrovert,Go for a run,6,46,High,Low,Likely
Teen,Other,Ambivert,Do yoga,5,55,Medium,High,Likely
Adult,Male,Ambivert,Walk the dog,7,28,Low,High,Likely
Adult,Other,Ambivert,Meditate,7,47,Low,High,Likely
Adult,Other,Extrovert,Meditate,4,22,Low,Low,Unlikely
Teen,Male,Extrovert,Read a book,7,47,Low,Low,Unlikely
Adult,Female,Extrovert,Practice guitar,4,13,High,Low,Unlikely
Adult,Other,Extrovert,Study 1 hour,6,23,High,Medium,Likely
Teen,Male,Introvert,Meditate,4,24,High,High,Likely
Senior,Other,Extrovert,Read a book,1,46,Low,Medium,Unlikely
Teen,Female,Ambivert,Go for a run,3,34,Low,Medium,Unlikely
Adult,Male,Introvert,Meditate,7,30,Low,High,Likely
Adult,Male,Ambivert,Study 1 hour,4,35,Medium,Low,Unlikely
Teen,Male,Extrovert,Do yoga,2,39,Low,Medium,Unlikely
Senior,Female,Introvert,Walk the dog,5,7,High,Low,Likely
Adult,Other,Extrovert,Write journal,3,60,High,Low,Likely
Adult,Male,Introvert,Meditate,6,44,High,High,Very Likely
Adult,Other,Ambivert,Write journal,7,33,Medium,Medium,Unlikely
Teen,Other,Extrovert,Write journal,2,10,High,Medium,Unlikely
Adult,Female,Extrovert,Write journal,1,56,Medium,Low,Unlikely
Senior,Male,Introvert,Sketch something,4,5,Medium,High,Unlikely
Adult,Other,Introvert,Write journal,2,56,Medium,Medium,Unlikely
Adult,Male,Extrovert,Sketch something,3,28,Low,Low,Unlikely
Senior,Male,Introvert,Walk the dog,7,42,Low,Low,Unlikely
Adult,Female,Extrovert,Write journal,2,38,High,Low,Likely
Teen,Male,Introvert,Read a book,1,55,High,High,Very Likely
Teen,Male,Ambivert,Write journal,5,11,Medium,High,Likely
Teen,Other,Introvert,Cook a new recipe,4,15,Low,Low,Unlikely
Senior,Female,Ambivert,Practice guitar,3,15,High,Low,Unlikely
Adult,Male,Introvert,Read a book,7,40,High,High,Very Likely
Teen,Other,Introvert,Study 1 hour,4,24,Low,Low,Unlikely
Senior,Female,Extrovert,Meditate,4,20,Medium,Low,Unlikely
Adult,Female,Introvert,Walk the dog,6,9,High,High,Very Likely
Senior,Other,Introvert,Walk the dog,4,28,High,Low,Unlikely
Teen,Other,Ambivert,Cook a new recipe,2,34,Low,Low,Unlikely
Teen,Other,Introvert,Cook a new recipe,2,34,Low,Low,Unlikely
Teen,Other,Extrovert,Cook a new recipe,5,43,Medium,High,Likely
Senior,Other,Ambivert,Cook a new recipe,1,52,Medium,High,Likely
Senior,Male,Extrovert,Cook a new recipe,7,51,High,High,Very Likely
Teen,Male,Extrovert,Go for a run,7,41,Medium,Medium,Unlikely
Senior,Female,Extrovert,Do yoga,3,37,High,Medium,Likely
Teen,Male,Extrovert,Walk the dog,2,24,High,Medium,Unlikely
Teen,Male,Ambivert,Cook a new recipe,4,58,Low,Medium,Unlikely
Adult,Male,Introvert,Meditate,1,26,High,High,Likely
Senior,Other,Extrovert,Go for a run,3,45,Low,Low,Unlikely
Teen,Female,Ambivert,Read a book,7,25,High,High,Very Likely
Teen,Female,Extrovert,Read a book,3,41,High,Medium,Likely
Senior,Female,Introvert,Sketch something,3,58,High,High,Very Likely
Adult,Female,Ambivert,Do yoga,7,31,Medium,Low,Unlikely
Adult,Male,Ambivert,Read a book,3,42,Medium,Medium,Unlikely
Teen,Male,Introvert,Cook a new recipe,5,39,Low,Low,Unlikely
Senior,Other,Ambivert,Walk the dog,3,42,High,Low,Likely
Adult,Female,Introvert,Sketch something,1,44,Low,Low,Unlikely
Senior,Male,Ambivert,Practice guitar,2,10,Low,Medium,Unlikely
Senior,Male,Ambivert,Go for a run,1,36,High,High,Very Likely
Teen,Other,Introvert,Practice guitar,4,20,Medium,Medium,Unlikely
Adult,Other,Introvert,Practice guitar,6,32,Medium,Medium,Unlikely
Teen,Other,Ambivert,Cook a new recipe,5,20,Low,High,Likely
Adult,Male,Ambivert,Practice guitar,5,31,Medium,High,Likely
Adult,Male,Introvert,Practice guitar,4,57,High,High,Very Likely
Adult,Other,Introvert,Read a book,7,7,High,High,Very Likely
Adult,Female,Ambivert,Study 1 hour,1,53,Medium,Low,Unlikely
Adult,Other,Ambivert,Sketch something,1,25,Medium,Medium,Unlikely
Senior,Other,Ambivert,Practice guitar,4,42,Low,Medium,Unlikely
Teen,Other,Introvert,Do yoga,7,42,Medium,Medium,Unlikely
Senior,Other,Ambivert,Meditate,6,34,Low,High,Likely
Adult,Male,Extrovert,Sketch something,3,26,High,Medium,Unlikely
Teen,Female,Introvert,Do yoga,7,23,High,Low,Likely
Adult,Other,Ambivert,Meditate,3,35,High,Medium,Likely
Teen,Female,Introvert,Practice guitar,2,24,Medium,Medium,Unlikely
Senior,Female,Extrovert,Study 1 hour,1,51,Medium,Low,Unlikely
Teen,Female,Introvert,Write journal,1,23,Medium,Low,Unlikely
Teen,Other,Ambivert,Walk the dog,4,6,Low,Medium,Unlikely
Teen,Male,Extrovert,Do yoga,4,44,Low,High,Likely
Teen,Other,Extrovert,Practice guitar,3,43,Low,High,Likely
Teen,Female,Ambivert,Sketch something,7,31,High,Medium,Likely
Adult,Female,Ambivert,Read a book,1,12,Low,Medium,Unlikely
Teen,Male,Ambivert,Practice guitar,1,49,Medium,Medium,Unlikely
Teen,Other,Introvert,Write journal,5,58,Medium,Medium,Unlikely
Senior,Female,Introvert,Practice guitar,2,31,High,High,Very Likely
Teen,Male,Introvert,Practice guitar,2,19,Medium,Medium,Unlikely
Senior,Female,Ambivert,Walk the dog,3,16,Medium,Low,Unlikely
Adult,Male,Ambivert,Read a book,6,51,Medium,High,Likely
Teen,Male,Introvert,Do yoga,7,18,Low,High,Likely
Senior,Other,Extrovert,Cook a new recipe,1,11,Low,Low,Unlikely
Senior,Female,Introvert,Cook a new recipe,5,21,Medium,Medium,Unlikely
Adult,Other,Extrovert,Sketch something,7,30,Medium,Medium,Unlikely
Teen,Female,Ambivert,Study 1 hour,1,41,Medium,Medium,Unlikely
Teen,Other,Ambivert,Practice guitar,4,24,Medium,Medium,Unlikely
Senior,Female,Introvert,Sketch something,7,14,Low,Medium,Unlikely
Teen,Other,Introvert,Study 1 hour,3,23,High,Low,Unlikely
Senior,Male,Ambivert,Do yoga,7,22,Medium,Medium,Unlikely
Teen,Female,Introvert,Do yoga,6,34,Low,Low,Unlikely
Senior,Female,Ambivert,Read a book,7,34,Medium,Low,Unlikely
Teen,Male,Ambivert,Cook a new recipe,7,29,High,Low,Likely
Adult,Other,Extrovert,Cook a new recipe,7,28,Low,Medium,Unlikely
Teen,Female,Introvert,Sketch something,2,14,Low,Medium,Unlikely
Teen,Female,Ambivert,Walk the dog,1,6,High,High,Likely
Adult,Other,Introvert,Cook a new recipe,6,42,High,High,Very Likely
Teen,Male,Extrovert,Walk the dog,3,36,Low,Low,Unlikely
Adult,Other,Extrovert,Walk the dog,2,39,High,High,Very Likely
Teen,Other,Introvert,Do yoga,1,55,Medium,Low,Unlikely
Senior,Other,Introvert,Read a book,5,41,High,High,Very Likely
Senior,Female,Ambivert,Sketch something,3,11,High,Medium,Unlikely
Teen,Male,Extrovert,Meditate,1,11,Low,Medium,Unlikely
Teen,Male,Extrovert,Sketch something,2,31,High,Low,Likely
Teen,Other,Extrovert,Walk the dog,2,14,Low,Low,Unlikely
Senior,Female,Introvert,Study 1 hour,5,37,Medium,Medium,Unlikely
Teen,Other,Ambivert,Study 1 hour,3,47,High,Medium,Likely
Senior,Female,Introvert,Read a book,3,59,High,Medium,Likely
Adult,Female,Introvert,Do yoga,6,11,Low,High,Likely
Senior,Female,Introvert,Do yoga,1,10,Low,High,Unlikely
Senior,Female,Ambivert,Walk the dog,6,10,High,High,Very Likely
Adult,Male,Introvert,Walk the dog,2,17,Low,High,Unlikely
Senior,Female,Extrovert,Write journal,2,52,High,Low,Likely
Teen,Female,Extrovert,Write journal,7,17,Medium,Low,Unlikely
Teen,Other,Extrovert,Walk the dog,5,6,High,High,Very Likely
Senior,Other,Ambivert,Cook a new recipe,5,23,Medium,Low,Unlikely
Teen,Male,Introvert,Sketch something,3,55,Medium,High,Likely
Senior,Other,Ambivert,Cook a new recipe,6,23,Low,High,Likely
Teen,Female,Introvert,Do yoga,2,54,Low,Medium,Unlikely
Teen,Other,Extrovert,Meditate,7,42,Low,High,Likely
Senior,Male,Introvert,Sketch something,1,6,Low,Low,Unlikely
Teen,Other,Introvert,Cook a new recipe,7,55,High,High,Very Likely
Senior,Other,Introvert,Cook a new recipe,4,30,Medium,Medium,Unlikely
Teen,Male,Ambivert,Go for a run,1,10,High,Low,Unlikely
Teen,Male,Introvert,Sketch something,5,24,Medium,Medium,Unlikely
Adult,Female,Introvert,Meditate,1,27,Medium,High,Unlikely
Adult,Other,Introvert,Read a book,2,58,Medium,High,Likely
Senior,Female,Ambivert,Read a book,6,19,High,High,Very Likely
Adult,Other,Ambivert,Cook a new recipe,7,10,Low,High,Likely
Senior,Other,Ambivert,Walk the dog,3,32,High,Low,Likely
Adult,Female,Introvert,Meditate,6,39,Medium,High,Likely
Teen,Other,Extrovert,Meditate,4,15,High,Medium,Unlikely
Senior,Other,Extrovert,Do yoga,3,12,Medium,Low,Unlikely
Senior,Other,Extrovert,Study 1 hour,4,58,Low,Low,Unlikely
Teen,Male,Introvert,Go for a run,4,54,Low,Low,Unlikely
Senior,Female,Extrovert,Do yoga,2,53,High,Medium,Likely
Senior,Male,Extrovert,Meditate,2,55,Low,Medium,Unlikely
Adult,Female,Extrovert,Practice guitar,5,55,Medium,Medium,Unlikely
Senior,Female,Introvert,Walk the dog,5,28,Medium,Medium,Unlikely
Teen,Other,Extrovert,Meditate,4,25,Low,High,Unlikely
Adult,Female,Extrovert,Go for a run,6,53,Low,High,Likely
Adult,Male,Introvert,Meditate,5,40,Low,Medium,Unlikely
Teen,Male,Ambivert,Sketch something,2,11,High,Medium,Unlikely
Teen,Male,Extrovert,Sketch something,5,9,High,High,Very Likely
Adult,Female,Ambivert,Write journal,4,33,Medium,High,Likely
Senior,Male,Extrovert,Go for a run,7,20,High,Medium,Likely
Adult,Female,Introvert,Cook a new recipe,3,10,High,Low,Unlikely
Teen,Male,Ambivert,Study 1 hour,6,18,Medium,Low,Unlikely
Adult,Male,Ambivert,Cook a new recipe,6,56,Medium,Medium,Unlikely
Teen,Female,Ambivert,Study 1 hour,1,6,Low,Low,Unlikely
Adult,Male,Ambivert,Study 1 hour,5,29,Low,High,Likely
Senior,Other,Extrovert,Study 1 hour,6,35,High,Low,Likely
Adult,Female,Extrovert,Read a book,7,54,Medium,Medium,Unlikely
Adult,Female,Ambivert,Study 1 hour,7,54,High,Low,Likely
Teen,Female,Extrovert,Meditate,2,17,High,Low,Unlikely
Teen,Other,Ambivert,Practice guitar,3,22,Medium,Low,Unlikely
Teen,Female,Ambivert,Go for a run,2,21,Medium,High,Unlikely
Adult,Male,Introvert,Practice guitar,5,49,Medium,High,Likely
Senior,Male,Ambivert,Write journal,4,32,Medium,High,Likely
Teen,Male,Extrovert,Meditate,7,16,High,Medium,Likely
Teen,Female,Ambivert,Study 1 hour,7,39,High,Low,Likely
Adult,Male,Introvert,Read a book,1,26,High,High,Likely
Teen,Female,Extrovert,Do yoga,1,43,Medium,High,Likely
Senior,Male,Introvert,Cook a new recipe,7,5,Low,Low,Unlikely
Senior,Other,Introvert,Sketch something,3,41,High,Medium,Likely
Teen,Other,Ambivert,Go for a run,6,25,Low,Low,Unlikely
Teen,Other,Introvert,Practice guitar,6,5,Low,Medium,Unlikely
Adult,Other,Introvert,Meditate,7,8,Low,Low,Unlikely
Senior,Female,Extrovert,Do yoga,6,36,Medium,High,Likely
Senior,Male,Introvert,Walk the dog,1,5,Medium,High,Unlikely
Teen,Other,Ambivert,Walk the dog,4,17,High,High,Likely
Adult,Female,Ambivert,Sketch something,6,50,High,Medium,Likely
Senior,Other,Ambivert,Walk the dog,2,51,Medium,Low,Unlikely
Senior,Other,Introvert,Cook a new recipe,7,21,Medium,Medium,Unlikely
Adult,Female,Extrovert,Write journal,6,16,Low,High,Likely
Adult,Female,Ambivert,Walk the dog,4,11,Medium,Medium,Unlikely
Senior,Male,Introvert,Sketch something,7,59,Medium,Medium,Unlikely
Senior,Male,Ambivert,Write journal,3,55,Medium,Medium,Unlikely
Adult,Other,Ambivert,Cook a new recipe,3,59,Medium,Low,Unlikely
Senior,Other,Extrovert,Sketch something,1,7,Low,Medium,Unlikely
Teen,Male,Ambivert,Walk the dog,4,54,High,Medium,Likely
Teen,Male,Extrovert,Study 1 hour,2,30,Low,Medium,Unlikely
Adult,Female,Introvert,Go for a run,4,35,Medium,High,Likely
Adult,Male,Ambivert,Walk the dog,2,40,Medium,High,Likely
Adult,Male,Introvert,Sketch something,2,30,High,Low,Likely
Teen,Other,Introvert,Go for a run,4,7,High,High,Likely
Senior,Male,Introvert,Go for a run,7,48,High,Low,Likely
Teen,Other,Ambivert,Write journal,5,59,Low,High,Likely
Senior,Male,Extrovert,Cook a new recipe,4,32,High,Low,Likely
Teen,Female,Ambivert,Walk the dog,7,48,Medium,Low,Unlikely
Senior,Male,Introvert,Do yoga,2,21,Medium,Low,Unlikely
Teen,Male,Extrovert,Study 1 hour,7,42,Medium,High,Likely
Adult,Male,Introvert,Cook a new recipe,7,51,Low,Medium,Unlikely
Teen,Other,Extrovert,Do yoga,6,34,High,High,Very Likely
Senior,Female,Ambivert,Do yoga,3,6,High,Medium,Unlikely
Teen,Male,Extrovert,Practice guitar,3,12,High,High,Likely
Teen,Other,Ambivert,Write journal,1,18,High,Medium,Unlikely
Teen,Female,Introvert,Read a book,3,41,Medium,High,Likely
Adult,Other,Extrovert,Meditate,5,39,Low,Low,Unlikely
Teen,Other,Introvert,Meditate,2,46,High,Low,Likely
Adult,Female,Extrovert,Write journal,4,43,Medium,Low,Unlikely
Adult,Male,Ambivert,Write journal,4,15,Medium,Medium,Unlikely
Teen,Other,Extrovert,Do yoga,5,19,Low,Medium,Unlikely
Teen,Other,Extrovert,Write journal,3,6,High,Low,Unlikely
Teen,Male,Ambivert,Do yoga,2,41,Low,Medium,Unlikely
Senior,Male,Ambivert,Cook a new recipe,3,47,High,Low,Likely
Teen,Female,Ambivert,Read a book,7,36,Low,High,Likely
Adult,Female,Extrovert,Practice guitar,1,44,High,Medium,Likely
Teen,Female,Introvert,Do yoga,3,17,High,Medium,Unlikely
Senior,Male,Extrovert,Write journal,1,47,Low,High,Likely
Teen,Other,Extrovert,Go for a run,4,21,High,Medium,Unlikely
Senior,Other,Introvert,Walk the dog,2,19,Low,Medium,Unlikely
Senior,Female,Ambivert,Meditate,6,37,Low,Medium,Unlikely
Teen,Male,Extrovert,Read a book,7,55,High,High,Very Likely
Adult,Other,Introvert,Walk the dog,1,20,High,Low,Unlikely
Senior,Female,Ambivert,Sketch something,3,55,Low,Low,Unlikely
Teen,Other,Ambivert,Write journal,7,17,Medium,High,Likely
Teen,Other,Extrovert,Do yoga,3,59,Low,High,Likely
Adult,Male,Ambivert,Practice guitar,7,26,Medium,High,Likely
Senior,Male,Ambivert,Go for a run,4,27,Medium,Low,Unlikely
Senior,Other,Introvert,Practice guitar,5,40,Low,High,Likely
Teen,Female,Introvert,Walk the dog,7,47,Low,Low,Unlikely
Teen,Male,Ambivert,Go for a run,6,54,Low,High,Likely
Adult,Other,Introvert,Study 1 hour,5,54,Medium,Medium,Unlikely
Adult,Male,Ambivert,Meditate,3,14,Low,Low,Unlikely
Senior,Male,Extrovert,Write journal,5,21,Low,Low,Unlikely
Senior,Male,Introvert,Sketch something,7,34,High,High,Very Likely
Teen,Other,Ambivert,Walk the dog,6,17,High,Medium,Likely
Senior,Female,Ambivert,Do yoga,6,34,High,Low,Likely
Adult,Female,Introvert,Meditate,2,50,Low,High,Likely
Adult,Female,Introvert,Sketch something,5,34,Low,Medium,Unlikely
Teen,Male,Extrovert,Practice guitar,2,11,Low,Low,Unlikely
Adult,Other,Ambivert,Meditate,3,14,Medium,High,Unlikely
Adult,Male,Extrovert,Sketch something,3,39,Medium,Medium,Unlikely
Adult,Female,Extrovert,Sketch something,3,6,High,Low,Unlikely
Adult,Female,Extrovert,Practice guitar,4,34,Medium,Low,Unlikely
Teen,Other,Introvert,Sketch something,5,23,Medium,Medium,Unlikely
Teen,Male,Extrovert,Read a book,1,43,Medium,High,Likely
Senior,Female,Introvert,Go for a run,6,41,High,High,Very Likely
Adult,Other,Introvert,Read a book,1,7,High,Medium,Unlikely
Senior,Male,Extrovert,Practice guitar,3,29,Medium,Low,Unlikely
Teen,Male,Extrovert,Cook a new recipe,7,38,Low,Medium,Unlikely
Teen,Female,Ambivert,Meditate,7,59,High,Medium,Likely
Teen,Female,Extrovert,Study 1 hour,5,26,Medium,Medium,Unlikely
Teen,Male,Ambivert,Do yoga,7,42,Low,Low,Unlikely
Teen,Male,Extrovert,Do yoga,2,18,Low,Medium,Unlikely
Teen,Female,Extrovert,Walk the dog,1,43,High,Medium,Likely
Teen,Male,Extrovert,Walk the dog,7,58,Low,Low,Unlikely
Adult,Female,Extrovert,Practice guitar,3,6,High,Low,Unlikely
Senior,Male,Ambivert,Walk the dog,1,36,Medium,Medium,Unlikely
Teen,Female,Ambivert,Do yoga,1,47,High,High,Very Likely
Adult,Other,Extrovert,Read a book,6,57,Low,Medium,Unlikely
Adult,Female,Extrovert,Study 1 hour,1,7,High,Low,Unlikely
Senior,Female,Ambivert,Do yoga,3,45,High,Low,Likely
Teen,Other,Introvert,Read a book,6,12,Medium,Low,Unlikely
Senior,Male,Introvert,Cook a new recipe,3,30,Low,High,Likely
Teen,Other,Introvert,Practice guitar,4,36,High,Low,Likely
Adult,Female,Ambivert,Write journal,7,15,Medium,High,Likely
Adult,Male,Ambivert,Cook a new recipe,4,54,Medium,Low,Unlikely
Adult,Other,Introvert,Cook a new recipe,7,5,Medium,Low,Unlikely
Adult,Male,Introvert,Do yoga,4,19,Medium,Medium,Unlikely
Senior,Male,Extrovert,Practice guitar,1,8,Medium,High,Unlikely
Teen,Other,Ambivert,Go for a run,5,8,High,Medium,Likely
Teen,Male,Ambivert,Sketch something,3,32,High,High,Very Likely
Senior,Other,Introvert,Cook a new recipe,4,14,Low,Low,Unlikely
